text,category
"오비고, 공급망 보안 모델 구축 지원 국책과제 주관 선정. 모빌리티 라이프 AX(인공지능 전환) 플랫폼 전문기업 오비고는 과학기술정보통신부와 한국인터넷진흥원(KISA)이 주관하는 '2026년 공급망 보안 모델 구축 지원사업'의 자동차 분야 주관기업으로 최종 선정됐다고 15일.",IT/과학
"""부착하는 이너뷰티 루틴""… 링탭 글루타치온 패치, 출시 1년 만에 가파. 링탭은 글루타치온 패치 외에도 수분, 에너지, PMS 케어 등 라이프스타일에 맞춘 다양한 패치형 웰니스 제품을 선보이며 제품군을 확대하고 있다.",라이프
"톰 크루즈, 월드컵 폐막식서 공중낙하쇼?…글로벌 스타 특별 출연 예고. FIFA는 오는 20일 오전 4시(한국시각) 미국 뉴저지주 메트라이프 스타디움에서 열리는 월드컵 결승전 경기 후 폐막식을 개최할 예정이다.",문화/트렌드
"오비고, 자동차 공급망 보안 국책과제 주관기업 선정. 모빌리티 라이프 AX(AI 전환) 플랫폼 전문기업 오비고(352910)는 과학기술정보통신부와 한국인터넷진흥원(KISA)이 추진하는 ‘2026년 공급망 보안 모델 구축 지원사업’의 자동차 분야 주관기업으로 선정됐다고 15일.",IT/과학
“팔려고 하지 않을 때 더 잘 팔린다”…브랜드 마케팅 기술 100. 윤지숙 작가는 영어체육 교육 브랜드 랭핏을 창업했으며 교육·뷰티·라이프스타일 분야에서 활동하고 있다.,라이프
"'온데이스튜디오' 양은선 대표 ""자신의 아름다움을 자연. 시술 전 고객의 라이프스타일, 평소 메이크업 습관, 원하는 변화와 이미지 등을 세심하게 파악한 후 오직 한 사람만을 위한 맞춤형 디자인을 제안합니다.",문화/트렌드
"롯데홈쇼핑, LA서 초대형 팝업…K-브랜드 수출 플랫폼 ‘이설’ 띄운다. K-뷰티·라이프스타일 팝업스토어(사진)를 운영한다고 밝혔다.",라이프
"LG전자 베스트샵 현대 중동점, 리뉴얼 GRAND OPEN···""웨딩·입주 고객. 서비스는 물론 다양한 신제품까지 한 자리에서 비교할 수 있도록 준비했다""고 말했다. 이어 ""고객의 라이프스타일에 맞춘 전문 상담을 통해 필요한 가전을 합리적으로 준비할 수 있도록 지원하겠다""고 밝혔다.",문화/트렌드
"""해외서 1조 버는데 국내선 뭐하나?"" 절실한 진옥동 회장신한금융, 롯데. KB라이프생명(옛 푸르덴셜생명)을 잇따라 인수했다. 신한금융도 2018년 생명보험업계 5위 회사인 오렌지라이프를 인수하고 신한생명과 통합해 신한라이프를 출범시켰지만 KB금융을 따라잡기에는 역부족이었다.",경제
"“K-콘텐츠 영토 넓힌다” ‘더현대 글로벌’, 일본 도쿄에 ‘플래그십. 인테리어와 공간 연출은 서울의 역동성과 감각적인 라이프스타일을 전달하는 데 초점을 맞췄다. 도쿄에 거주하며 K-패션과 한국 문화에 관심이 많고, 서울을 경험하고자 하는 현지 2030세대가 타깃이다.",문화/트렌드
"마블발·펜듈럼·리센느 파라다이스시티, 복합문화축제 'OUF 26' 개최. 오는 25~26일 컬처파크와 스튜디오 파라다이스 일대에서 펼쳐지는 'OUF 2026'은 음악을 중심으로 다양한 문화와 라이프스타일 콘텐츠를 함께 경험할 수 있는 복합문화 축제다.",라이프|문화/트렌드
"LG헬로비전, ‘AI로 지역 상생’…지속가능경영보고서 발간. LG헬로비전의 공식 유튜브 채널 헬로라이프는 구독자 100만 명을 돌파하며 국내 유료방송 플랫폼 최초로 유튜브 ‘골드버튼’을 수상하는 쾌거를 이뤘다. 환경(E)과 지배구조(G) 측면의 성과도 두드러진다.",문화/트렌드
"배당률 높을수록 좋다?…2026년 K리츠 분석. 여기에 신한알파리츠(6.91%), 롯데리츠(6.78%), 코람코라이프인프라리츠(8.23%), 대신밸류리츠(7.66%), 신한서부티엔디리츠(7.27%)까지 더하면, 임대수익에 기반한 6~10%대 배당군이 시장의 중심을 이룬다.",경제
"LG헬로비전, AI 미디어 플랫폼 통한 로컬 생태계 상생 '이목'. 또 공식 유튜브 채널 <헬로라이프>의 구독자 100만 명 돌파와 국내 유료방송 플랫폼 최초 '골드버튼' 수상을 통해 지역 기반의 콘텐츠가 지닌 사회적 영향력을 입증했다.",IT/과학
"""AI 활용엔 최소 3년, 중장기 플랜 짜야"". KT스카이라이프 사외이사를 지낸 조영임 가천대학교 컴퓨터공학과 교수(사진)는 기업과 이사회의 AI 도입을 조 교수가 몸담았던 KT스카이라이프 이사회 내 AI 관련 의사결정에서도 앞선 중장기적 관점의 판단을 읽을.",IT/과학
"이 모든 생고생은, 미국에서 온 전화에서 시작됐다 [한·미·중 세 바위. 조만간 밴라이프(밴에서 먹고 자며 이동하는 것)를 꼭 해봐야겠다고 생각했다. 도움 받은 것 두 번째는 'The Bolting Bible'(by HowNOT toHighline) 파일이다.",사회/세계
"케이엠제약, 대표이사 참여 10억원 규모 유상증자. 회사는 최근 OEM·ODM 사업 확대와 라이프케어 브랜드 육성, 생산 효율성 향상, 재무구조 개선 등을 추진하며 실적 회복에 주력하고 있다.",경제
"리센느, 데뷔 2년 만에 첫 음방 정상…'프리티 걸'. 리센느는 지난 14일 방송된 SBS 라이프(Life) '더쇼'에서 리메이크 싱글 '프리티 걸(Pretty Girl)'로 1위 트로피를 차지했다. 데뷔 2년 만이다.",문화/트렌드
"롯데호텔-롯데백화점, 우수회원 '등급 맞교환'…여행·쇼핑 한 번에 잡. 그룹 계열사 간 시너지를 기반으로 차별화된 혜택을 제공하고, 호텔과 리조트를 넘어 쇼핑까지 이어지는 통합 라이프스타일 서비스를 강화하겠다는 구상이다.",라이프
"신한카드, 대학 특성 반영 고객 기반 사업 영역 확대 중앙대 총동문회. 상품 혜택에 따라 더베스트 엑스오(The BEST-XO), 디스카운트 플랜 플러스(Discount Plan+), 플리 3종으로 출시돼 다양한 라이프스타일과 니즈를 반영했다.",사회/세계
"케이엠제약, 대표이사 10억 사재 출연…기업가치 회복 나선다. 케이엠제약은 최근 OEM·ODM 사업 확대와 라이프케어 브랜드 육성, 생산 효율성 제고, 재무구조 개선 등을 추진하며 실적 회복에 집중하고 있다.",경제
"파라다이스시티, 25일 '원 유니버스 페스티벌 2026' 개최. 음악 공연을 중심으로 문화와 라이프스타일 콘텐츠를 함께 구성했다. 파라다이스시티가 ‘원 유니버스 페스티벌 2026’을 개최한다.",문화/트렌드
"누에라, ‘.exe’ 콘셉트 포토·필름 공개. 이날 풍성한 세트리스트로 현장을 뜨겁게 달궜으며, '.exe'의 수록곡 'LIFE IN COLOR'(라이프 인 컬러)를 최초 공개해 팬들의 뜨거운 호응을 얻었다.",문화/트렌드
월드컵 폐막식에 톰 크루즈 뜬다 미션 임파서블 재현? 피파는 오는 20일 오전 4시 미국 뉴저지주 메트라이프 스타디움에서 열리는 월드컵 결승전을 앞두고 폐막식을 개최할 예정이라며 이같이 밝혔다.,문화/트렌드
"서울 중구, 청년 정주 지원 강화…전담 TF 출범. 생활 분야에서는 '서울청년센터 중구'와 '중구1인가구지원센터' 간 협업 체계를 구축해 청년 맞춤형 지원 서비스를 연계하고, 문화생활 활성화를 위한 '중구 라이프업 패스'도 도입할 예정이다.",문화/트렌드
추억의 ‘후아유’ 어디갔나 했더니 베트남서 MZ 교복 됐다. 국내에서 검증된 시그니처 아이템을 현지 기후와 라이프스타일에 맞게 구성해 시장 적합성을 높였다고 회사 측은 설명했다.,사회/세계
"""반년간 술만 마셨다""…'싱글맘' 한그루, 씁쓸한 고백. 그는 결혼 후 활동 중단했으며 이혼한 뒤 드라마 '야한 사진관', '신데렐라 게임', '컨피던스 KR', '라이프업 시즌2' 등 다수 작품에서 모습을 드러냈다.",문화/트렌드
"아이지넷, 책임경영 행보…임직원 주식 매입 지속. 현재 신한라이프, 원금융서비스, 흥국생명 등 보험사를 대상으로 DB를 공급하고 있다. 이를 바탕으로 매출 규모뿐 아니라 수익성도 개선되고 있는 상황이다.",경제
"모발과 두피도 자외선 차단이 필요해. 미국 의료기기 전문 매체 ‘인테그라 라이프사이언시스(Integra LifeSciences)’가 2021년 인용한 연구에 따르면, 20년간 113건의 두피 흑색종을 분석한 결과 그중 70%가 자외선으로 손상을 입은 두피에서 발생한 것으로.",사회/세계
"美 고령층 1400만 명 ‘식량 불안’, 인종간 격차 뚜렷. 브라보마이라이프=이준호 노인복지 전문 기자 | 독거 고령자 절반 기본생활비 부족… “노인 식사 지원해야” 캠페인도 미국에서 약 1400만 명의 고령자가 충분한 식사를 안정적으로 확보하지 못할 위험에 놓인.",사회/세계
"꽃을 보는 정원에서 몸과 마음을 돌보는 정원으로… 춘천 제이드가든[김. ● 정원은 라이프스타일이 된다 제이드가든 입구의 ‘살롱제이드’는 강원 지역의 식재료를 활용한 브런치와 베이커리, 커피와 주스를 선보인다.",라이프
"생보사, 배타적사용권 '주도'…신상품 '차별화'보다 '효율성' 중심 재편. 이어 DB생명이 2건을 받았으며, 신한라이프, 라이나생명, AIA생명이 각각 1건씩 획득했다. 손보사는 S특약' △라이나생명 '암생존지원특약' △DB생명 'AI 라이프케어 암보험' 등이 대표적이다.",문화/트렌드
"② 워터파크도 편의점에서?…여행객 잡는 K편의점. 세븐일레븐은 그동안 금과 은, 해외여행 상품, 타이어 교체 서비스 등 이색 서비스를 꾸준히 확대해 왔으며, 최근에는 라이프스타일 서비스 강화에 속도를 내고 있다. 여행객을 겨냥한 상품도 다양해지고 있다 .",라이프
"방시혁 하이브 이사회 의장. 이후 BTS는 2020년 '새비지 러브'(1주)와 '라이프 고스 온'(1주), 2021년 '버터'(10주)와 '퍼미션 투 댄스'(1주), '마이 유니버스'(1주) 등으로 모두 17번 빌보드 핫100 1위에 올랐다.",문화/트렌드
(99)화광동진(和光同塵)-대중과 섞. 이케아는 가구 매장을 넘어 대중의 라이프스타일 그 자체가 됨으로써 세계적인 아이콘이 되었다. 당근마켓(당근)은 '동네'라는 일상의 먼지 속에서 폭발적인 성장을 이뤄 냈다.,문화/트렌드
"경찰, 축구협회 임원 잇단 소환. 수사의 핵심은 감독 추천·선택 과정에 지도부의 외압이 있었는지를 밝히는 데 있다. 박정보 서울경찰청장은 ""국민적 관심이 큰 사건인 만큼 집중적으로 수사해 빨리 결론을 내리겠다""고 밝혔다.",사회/세계
"'공중 낙하쇼?'…톰 크루즈, 북중미월드컵 폐막식 특별 출연. 국제축구연맹(FIFA)은 오는 20일 오전 4시(한국시간) 미국 뉴저지주 메트라이프 스타디움에서 열리는 월드컵 결승전을 앞두고 폐막식을 개최할 예정이라고 15일 전했다.",문화/트렌드|사회/세계
"제헌절, 무슨 날인지 알고는 쉬자. 전문가들은 제헌절을 단순한 휴일로 보내기보다 대한민국 헌법이 담고 있는 자유민주주의와 국민의 기본권, 법치주의의 의미를 되새기는 날로 기억할 필요가 있다고 강조한다.",라이프
"""소수라서 소외되지 않게""…희귀질환자에 기적을 선물한 공무원. 장애인처럼 돌봄이나 재활이 더 필요할 수도 있는데 1400여 종에 달하는 질환별로 라이프 로그 같은 조사가 되어 있지 않으면 정책적으로 접근하기가 되게 쉽지 않아요."" 그녀가 임기 막바지까지 국립보건연구원(NIH)의.",사회/세계
"초복 삼계탕…이런 사람은 피해야. 전문가들은 삼계탕을 먹을 때는 개인의 건강 상태를 고려하고, 특히 만성질환자는 국물 섭취와 양을 조절하는 것이 바람직하다고 조언한다.",라이프
"최저임금 1만700원…월급 223만원. 노사 양측은 고시 전 이의를 제기할 수 있고, 장관이 이유가 있다고 판단하면 재심의를 요청할 수 있지만 실제 재심의가 이뤄진 사례는 아직 없다.",경제
"임영웅, 달걀말이 망해 충격→넉살, 허경환 먹던 뼈 뜯어 ‘난리’ (산. 임영웅이 새로운 멤버들과 함께 한층 시끌벅적한 산골라이프를 펼쳤다. 7월 14일 방송된 SBS ‘산골총각 영웅’ 4회에서는 임영웅이 허경환, 곽범, 넉살, 로이킴과 함께 새로운 산골 라이프를 선보였다.",문화/트렌드
“너무 예뻐서”…월드컵중계 사고 화제. 오는 20일 오전 4시 뉴욕 메트라이프 스타디움에서 열리는 결승전에서는 월드컵 역사상 첫 공식 하프타임 네 차례 공식 프로젝트에 참여하며 대회와 각별한 인연을 이어가고 있다.,문화/트렌드
‘원 유니버스 페스티벌 2026’ 파라다이스시티 개최. 원유니버스스튜디오가 주최하고 플럭스소닉이 주관하는 ‘원 유니버스 페스티벌 2026’은 음악을 중심으로 다양한 문화와 라이프스타일 콘텐츠를 함께 즐길 수 있는 복합문화 축제다.,문화/트렌드
"아이재아 톰슨, 첫 내한 공연. 서울 공연은 오는 26일 오후 6시 서울 중구 푸르지오 아트홀에서 열린다. 티켓은 놀티켓과 네이버예약을 통해 예매할 수 있으며, 학생 할인도 제공된다.",문화/트렌드
한화생명·예보 유착 의혹 배경엔 ‘김동원 지분 0.03%’. 금융 계열 지배구조 정점에 선 한화생명은 상반기 기준 △한화손해보험(000370)(63.3%) △한화생명(088350)금융서비스(100%) △한화자산운용(100%) △한화저축은행(100%) △한화라이프랩(100%) △한화손해사정(100.,경제
생보사들 연금보험 잇단 출시…장기자금 확보전. 14일 보험업계에 따르면 KB라이프는 올해 초 ‘KB 넥스트 레벨업 연금보험’을 출시한 데 이어 이달 온라인 iM라이프도 지난달 주력 보증형 변액연금 3종의 연금 기능을 강화해 개정 출시했다.,경제
베이조스·올트먼·틸까지…왜 불멸에 베팅하나. 알파벳의 지원을 받으며 10여 년간 5건의 임상을 전개했지만 단 하나의 상업적 결실도 내놓지 못한 칼리코 라이프 사이언스는 파트너 애브비가 계약을 전격 파기하며 동력을 잃었다.,라이프
"""평지에도 비틀"" 왜 나이 들면 균형감각 떨어질까. 브라보마이라이프=전혜정 기자 | ""예전에는 아무 생각 없이 계단을 내려갔는데, 요즘은 꼭 난간부터 잡게 됩니다."" 평지를 걷다가 순간 중심을 잃거나, 신발을 신으려고 한쪽 발로 섰는데 몸이 흔들리는 경험.",라이프
"iM금융그룹, ‘피움랩’ 운영…“될성부른 핀테크 스타트. 피움랩은 iM뱅크를 비롯해 iM증권, iM캐피탈, iM라이프생명보험 등 iM금융그룹 계열사와 디지털 시너지를 낼 수 있는 혁신 기술·서비스 스타트업을 발굴·육성하는 프로그램이다.",IT/과학
타이레놀 복용이 자폐 유발?’…美 법정 공방 가열. 임신 중 아세트아미노펜 복용과 자폐 스펙트럼 장애(ASD)·주의력결핍과잉행동장애(ADHD)간 연관성을 둘러싼 미국 내 법정 공방이 재개될 전망이다.,라이프
“31년 PB 노하우 ‘하나더넥스트’ 시니어 라이프 설계하죠”. 브라보마이라이프=서지희 기자 | 이은정 하나은행 WM본부장 “외국환 전문은행 하면 하나은행 브라보마이라이프와의 인터뷰에서 시니어 특화 브랜드 ‘하나더넥스트’에 대한 목표를 이같이 밝혔다.,사회/세계
계좌 파랗게 질려도 '월 500만원' 따박따박…폭락장 버틴 50대의 비결. 싱글파이어는 경제적 자유와 행복한 일상을 위한 꿀정보를 제공하는 경제·재테크·라이프스타일 채널입니다. 주가가 폭락하면 투자자들은 두려움에 빠진다.,사회/세계
"신세계百, 더 헤리티지 문화예술 플랫폼 강화 박선기 개인전 개최. 더 헤리티지는 백화점 내 미술관과 정원, 역사적 건축 공간을 하나로 연결한 복합 문화 플랫폼으로 운영되며 단순히 작품을 감상하는 것을 넘어 공간을 직접 체험하고 예술을 일상에서 향유할 수 있는 새로운 라이프스.",라이프
"① “매달 4만원이면 떠난다”…휴가 준비도 쇼핑. 기존 의류 중심에서 벗어나 여행용품과 뷰티, 소형가전 등 라이프스타일 상품군을 확대하며 여행 준비 수요를 적극 흡수하겠다는 전략이다. 여행을 떠나는 대신 여행 분위기를 즐기려는 소비도 늘고 있다.",라이프
"야구장 밖에서도 입는다…'힙한' 패션으로 팬심 잡는 프로야구. 있는 라이프스타일 MD를 선보이기 위해 이번 협업을 기획했다""며 ""국내 대표 K-패션 브랜드 마뗑킴의 응원용품의 하나였던 굿즈가 패션과 콘텐츠를 아우르는 라이프스타일 상품으로 진화했다.",문화/트렌드|라이프
"""초복에 또 삼계탕?"" 시니어 추천 복날 보양식 Top 6. 브라보마이라이프=한승희 기자 | 여름철 무더위 속에서 원기 회복과 영양 보충을 돕는 보양식은 매년 복날마다 관심 받는 대표 식단이다.",라이프
"레모나 그 이상의 가치, 경남제약의 새로운 성장 공식. 과거에는 비타민을 판매하는 기업이었다면, 이제는 건강한 라이프스타일을 제안하는 기업으로 진화를 의약사업부와 H&B사업부를 중심축으로 라이프스타일 영역까지 사업 기반을 확장하는 전략은 특정 시장 의존도를.",사회/세계
글로벌 바이오허브가 바뀐다 AI·정부 투자·산학연 클러스터가 견인. 글로벌 부동산 컨설팅업체 CBRE의 '글로벌 라이프사이언스 아틀라스(Global Life Sciences Atlas)'에 따르면 지난해 전 세계에서 건설 중인 연구실과 연구개발(R&D) 공간은 3500만 제곱피트(약 325만㎡)를 넘어섰다.,IT/과학
"치매 진단받기 15년 전… '회사 업무 능력'에서 먼저 티가 났다. 미국 뉴저지 회복센터 '풀 오브 라이프(Pool of Life)' 의료자문 에드문도 로드리게스-프리아스 박사는 ""업무 계획을 세우거나 여러 일을 동시에 관리하는 능력이 떨어지고, 의사결정이나 언어 사용, 새로운 업무 적응이.",라이프
실버타운 가장 작은 13평형도 살만할까? ‘엄마아빠 정보독립시대’는 세컨드라이프를 위한 디지털·생활 정보를 쏙쏙 뽑아 전달하는 프로그램입니다. 위례 심포니아는 2025년에 문을 연 102세대의 도심형 실버타운입니다.,라이프
